藥品代碼,商品名稱,藥品學名,藥品中文名,ATC_CODE1,藥品分類代碼說明,DC藥預設替代藥,盤點分類,衛署適應症,商品名
OPT01E,Optive Fusion Eye Drops 30amp/Box,"CARBOXYMETHYLCELLULOSE SODIUM,GLYCERIN",優麗舒單支裝點眼液,S01XA20,外用預設一份,,外用,暫時緩解因眼睛乾澀所引起灼熱感與刺激感。暫時緩解因配戴隱形眼鏡造成之不適。,OPTIVE
OPT02E,Optive Advanced Eye Drops 30Amp/Box,"CARBOXYMETHYLCELLULOSE SODIUM,GLYCERIN,P",優麗舒加強型單支裝眼用乳劑,S01XA,外用預設一份,,外用,暫時緩解因眼睛乾澀所引起灼熱感與刺激感。暫時緩解因配戴隱形眼鏡造成之不適。,OPTIVE
ORA02O,Oraphine 60mg Cap,NALBUPHINE HYDROCHLORIDE,懷特痛寶(淡黃色橢圓形)軟膠囊,N02AF02,口服藥,,口服,解除急性中度到嚴重疼痛。,ORAPHINE
ORE01I,ORENCIA  IV Inj 250MG#,ABATACEPT,恩瑞舒凍晶注射劑250毫克,L04AA24,注射藥,,冰箱(針劑),１、成人類風濕性關節炎：(1)與methotrexate併用，適用於治療罹患高活動性暨惡化性類風濕性關節炎且未曾使用過methotrexate的成人病人。 (2)與methotrexate併用，用於治療罹患有中度至重度活動性類風溼性關節炎且對其 ...後略，請點選【藥品仿單】分頁查閱,ORENCIA
ORE02I,Orencia SC Inj 125mg Syringe,ABATACEPT,恩瑞舒針筒裝皮下注射劑,L04AA24,注射藥,,冰箱(針劑),1.成人類風濕性關節炎：(1)與methotrexate併用，適用於治療罹患高活動性暨惡化性類風濕性關節炎且未曾使用過methotrexate的成人病人。(2)與methotrexate併用，用於治療罹患有中度至重度活動性類風溼性關節炎且對其他 ...後略，請點選【藥品仿單】分頁查閱,ORENCIA
OTO01E,Otozambon Ear Drops 8ml Bot,"Polymyxin B, Neomycin, Lidocaine",耳多贊邦點耳液劑,S02AA30,外用預設一份,,外用,細菌性引起之耳部感染及耳部外聽道發炎。,OTOZAMBON
OXA03I,Oxacillin Powder for Injection  1gm Vial,OXACILLIN,歐斯力娜乾粉注射劑,J01CF04,注射藥,,針劑,葡萄球菌、鏈球菌、肺炎雙球菌、腦膜炎球菌及其他具有感受性細菌引起之感染症。,OXACILLIN
OXB01O,Oxbu ER 5mg Tab#,OXYBUTYNIN CHLORIDE,歐舒緩釋錠(淡黃橢圓形)5毫克,G04BD04,口服藥,,口服,治療伴有急尿、頻尿或急迫性尿失禁症狀的膀胱過動症。,OXBU
OXY01I,Oxytocin 10iu/1ml Amp,OXYTOCIN,歐利生注射液,H01BB02,注射藥,,針劑,催產及減少產後出血。,OXYTOCIN
OXY01O,OxyNorm IR 5mg Cap #2,OXYCODONE,奧諾美速效(橘色/米色長圓柱形)膠囊,N02AA05,成隱性麻醉藥,,管2,(1)需要長期疼痛控制之中重度癌症疼痛病患。(2)需要長期疼痛控制之慢性中重度非癌症疼痛病患，且曾經接受過類鴉片藥物而無法有效控制疼痛者。,OXYNORM
OXY02O,Oxycontin CR 10mg Tab#2,OXYCODONE,疼始康定(白色圓凸形)持續藥效錠,N02AA05,成隱性麻醉藥,,管2,疼始康定適合用於 (1) 需要長期疼痛控制之中重度癌症疼痛病人。 (2) 需要長期疼痛控制之慢性中重度非癌症疼痛 病人，且曾經接受過鴉片類藥物而無法有效控制 疼痛者。 (3) 可耐受鴉片類藥物的兒童病人：年滿 11 歲 且正以每日最低劑量接受鴉片類藥物（至少 20 mg 之口服羥可酮,OXYCONTIN
OXY03O,OXYCONTIN CR 20MG TAB#2,OXYCODONE,疼始康定(粉紅色圓凸形)持續藥效錠,N02AA05,成隱性麻醉藥,,管2,疼始康定適合用於 (1) 需要長期疼痛控制之中重度癌症疼痛病人。 (2) 需要長期疼痛控制之慢性中重度非癌症疼痛 病人，且曾經接受過鴉片類藥物而無法有效控制 疼痛者。 (3) 可耐受鴉片類藥物的兒童病人：年滿 11 歲 且正以每日最低劑量接受鴉片類藥物（至少 20 mg 之口服羥可酮,OXYCONTIN
OXY04O,Oxycodone IR 5mg Cap PPCD #2,OXYCODONE,鹽酸羥可酮(淺棕色/橙色長圓柱形)速效膠囊,N02AA05,鎖檔,,管2,(1)需要長期疼痛控制之中重度癌症疼痛病患。 (2)需要長期疼痛控制之慢性中重度非癌症疼痛病患，且曾經接受過類鴉片藥物而無法有效控制疼痛者。,OXYCODONE
OZE01I,Ozempic 2mg/1.5ml Pen,SEMAGLUTIDE,胰妥讚注射劑,A10BJ06,注射藥,,冰箱(針劑),1. 單一療法或與其他糖尿病治療藥物併用，治療控制不佳的第二型糖尿病成人病人，作為飲食及運動之外的輔助治療。2. 用於已有心血管疾病的第二型糖尿病病人時，可降低發生主要心血管事件(MACE：包括心血管疾病死亡、非致命性心肌梗塞、非致命性中風)之風險。,OZEMPIC
OZE02I,OZEMPIC 4MG/3ML PEN#,SEMAGLUTIDE,胰妥讚注射劑4毫克,A10BJ06,注射藥,,冰箱(針劑),1. 單一療法或與其他糖尿病治療藥物併用，治療控制不佳的第二型糖尿病成人病人，作為飲食及運動之外的輔助治療。2. 用於已有心血管疾病的第二型糖尿病病人時，可降低發生主要心血管事件(MACE：包括心血管疾病死亡、非致命性心肌梗塞、非致命性中風)之風險。,OZEMPIC
OZU01I,Ozurdex Intravitreal Implant 0.7mg,DEXAMETHASONE,傲迪適眼後房植入劑,S01BA01,注射藥,,針劑,因 BRVO (Branch Retinal Vein Occlusion)  或 CRVO (Central Retinal Vein Occlusion)  導致黃斑部水腫。用於影響眼後段的非感染性葡萄膜炎的治療。 糖尿病黃斑部水腫 (DME)所導致的視力損害。,OZURDEX
OZU02I,Ozurdex(恩慈) Intravitreal Implant 0.7mg,DEXAMETHASONE,傲迪適眼後房植入劑,S01BA01,注射藥,,針劑,因 BRVO (Branch Retinal Vein Occlusion)  或 CRVO (Central Retinal Vein Occlusion)  導致黃斑部水腫。用於影響眼後段的非感染性葡萄膜炎的治療。 糖尿病黃斑部水腫 (DME)所導致的視力損害。,OZURDEX(恩慈)
PAI02O,Painkyl 200 mcg #2,FENTANYL CITRATE,平舒疼口頰溶片200微公克,N02AB03,成隱性麻醉藥,,管2,癌症病患突發性疼痛(breakthrough pain)之處置，且適用對象僅限於18歲(含)以上且正在使用類鴉片藥物治療其潛在持續性癌疼痛並具耐受性者。,PAINKYL
PAN01O,Pantoloc 40mg Tab#,PANTOPRAZOLE SODIUM,保衛康治(黃色圓凸型)潰樂腸溶膜衣錠,A02BC02,口服藥,,口服,合併二種適當之抗微生物製劑治療與幽門螺旋桿菌相關之消化性潰瘍、胃潰瘍、十二指腸潰瘍、中度及嚴重胃食道逆流性疾病、Zollinger-Ellison Syndrome。,PANTOLOC
PAN02I,Pantoloc I.V. 40mg Vial,PANTOPRAZOLE SODIUM,保衛康治潰樂凍晶注射劑,A02BC02,注射藥,,針劑,中度及嚴重逆流性食道炎、胃潰瘍、十二指腸潰瘍、Zollinger-Eillson Syndrome,PANTOLOC
PAR01I,Paren-Aid No.3 400ml Bot,Dextrose 250mg/ml + Electrolyte Solution,補樂益三號注射液,B05BB02,鎖檔,,TPN,手術前後及未能進食之病人之水份、電解質、熱能補充及鈣質補充,PAREN-AID
PAR08E,Parmason Gargle Solution,CHLORHEXIDINE GLUCONATE,寶馬生,R02AA05,口服分裝藥,,外用,口腔內之殺菌、消毒、清潔、去除口臭,PARMASON
PAR08O,Pariet 20mg Tab#,SODIUM RABEPRAZOLE,百抑潰(黃色圓凸形)腸溶膜衣錠,A02BC04,口服藥,,口服,胃潰瘍、十二指腸潰瘍、合併抗生素治療與幽門螺旋桿菌(HELICOBACTER PYLORI)相關的消化性潰瘍、胃食道逆流疾病之治療。,PARIET
PAR09O,Parotin FC 75mg Tab,DIPYRIDAMOLE,維諾心(橘紅色圓凸形)膜衣錠,B01AC07,口服藥,,口服,對於慢性狹心症之治療可能有效,PAROTIN
PAT02E,Patanol Eye Drops 5mg/5mL Bot,OLOPATADINE,愛特敏點眼液,S01GX09,外用預設一份,,外用,治療過敏性結膜炎之徵候及症狀。,PATANOL
PAT02I,Patent Blue V (專科)  50mg/2mL Amp,PATENT BLUE V,拍得藍注射液,V04CX09,注射藥預設一份,,針劑,淋巴管部位的測定、動脈區域之測定、乳癌病人之前哨淋巴結切片檢查,PATENT
PAX03O,Paxlovid 150/100mg Box (自費),"NIRMATRELVIR,RITONAVIR",倍拉維(粉橘色橢圓形/白色橢圓形)膜衣錠,J05AE03,口服預設一份,,口服,適用於治療12歲以上，具有進展為重症風險因子之輕度至中度新型冠狀病毒疾病(COVID-19)病人。,PAXLOVID
PEN01O,Pentop S.R 400mg Tab#,PENTOXIFYLLINE,循妥斯持續性錠(白色長圓柱形)400公絲,C04AD03,口服藥,,口服,末稍血管循環障礙。,PENTOP
PEN02O,Pentasa Sachet 2g Pack,MESALAZINE,頗得斯安持續性藥效顆粒劑,A07EC02,口服藥,,口服,潰瘍性結腸炎。,PENTASA
PEN03O,Pentixol FC 3mg Tab,FLUPENTHIXOL,盼寧舒(土黃色圓凸形)膜衣錠,N05AF01,口服藥,,口服,精神病狀態。,PENTIXOL
PEN05I,Penicillin G 3000000U Vial,PENICILLIN G SODIUM,芐基青黴素鈉,J01CE01,鎖檔,,針劑,葡萄球菌、鏈球菌、肺炎雙球菌、腦膜炎球菌及其他具感受性細菌引起之感染症,PENICILLIN
PEN11I,Penem 500/500mg Vial,"Imipenem,Cilastatin",沛能靜脈注射劑,J01DH51,鎖檔,,針劑,對Imipenem具有感受性之革蘭氏陰性菌、陽性菌感染症。,PENEM
PER04E,Permethrin Cream 5% 60g Tube SounLin,PERMETHRIN,滅疥乳膏,P03AC04,外用預設一份,,外用,治療疥?感染（疥瘡）,PERMETHRIN
PER05I,Perdipine 10mg/10ml Amp,NICARDIPINE HCL,培爾吉平,C08CA04,注射藥,,針劑,適用於當口服治療不可行或不合適時、對高血壓的短期處置。,PERDIPINE
PEY01I,Peyona 20mg/1mL Amp,CAFFEINE CITRATE,啡那輸注溶液及口服液,N06BC01,注射藥,,針劑,治療原發性早產兒呼吸暫停。,PEYONA
PG201I,PG2 Inj 500mg Vial,Polysaccharides of Astragalus Membranace,懷特血寶注射劑,V03AX,注射藥,,針劑,適用於癌症末期因疾病進展所導致中重度疲勞症狀之改善,PG2
PHE01I,Phenobital 100mg/1ml Amp#4,PHENOBARBITAL,惠腦必達注射液,N03AA02,管四非麻醉藥,,管4,癲癇,PHENOBITAL
PHE01O,Phenobarbital 30mg Tab (Johnson)#4,PHENOBARBITAL,苯巴比特魯錠(白色圓凸形)30毫克,N03AA02,管四非麻醉藥,,管4,癲癇。,PHENOBARBITAL
PHE03E,Phenylephrine Eye Drops 10% 5ml,PHENYLEPHRINE HCl,非尼乙非林點眼液 10％,S01FB01,外用預設一份,,外用,眼科手術或檢查前去充血及散腫,PHENYLEPHRINE
PHI01E,Phisohex 0.5% 500ml Bot,CHLORHEXIDINE GLUCONATE,潔健皮膚擦洗液0.5%,D08AC02,鎖檔,,外用,一般外用消毒劑，可當作初步傷口處理。,PHISOHEX
PHY01I,Phytonadione(Vit K1) 10mg/1ml Amp,VITAMIN K1 (PHYTONADIONE),血納定注射液,B02BA01,注射藥,,針劑,子宮腔部出血、產褥子宮出血、不正常子宮出血、月經過多、肝臟及胃腸障礙傳染性疾病所致出血及出血傾向等疾病、新生兒出血性素質及出血症未成兒早產兒、異常分娩兒、人工營養兒的出血性傾向、新生兒手術時的出血、藥物所引起低凝血?元血症的出血等,PHYTONADIONE(VIT
PIC03O,Picetam 400mg Cap#,PIRACETAM,必舒坦(鮮橙/白色長圓柱形)膠囊,N06BX03,口服藥,,口服,對腦血管障礙及老化所引起之智力障礙可能有效,PICETAM
PIL04O,Pilian 4mg Tab,CYPROHEPTADINE,佩你安(淡紅橙圓扁型)錠,R06AX02,口服藥,,口服,枯草熱、過敏性鼻炎、接觸性皮炎、皮膚炎、神經性皮膚炎、濕疹性皮膚炎、濕疹、蕁麻疹、藥物及血清過敏反應、血管神經性水腫、氣喘症、季節性氣喘、內因性氣喘,PILIAN
PIL06E,Pilocarpine Oph Soln 2% 15mL Bot Wufu,PILOCARPINE,鹽酸毛果芸香鹼眼藥水,S01EB01,外用預設一份,,外用,縮瞳劑、用於治療原發性隅角開放性青光眼和急性隅角閉鎖性青光眼,PILOCARPINE
PIN01O,Pinsaun 25mg Tab,AMITRIPTYLINE HCL,平躁(白色圓凸形)錠,N06AA09,口服藥,,口服,憂鬱病,PINSAUN
PIQ03O,Piqray 150mg FC Tab,ALPELISIB,愛克利(淡紅色橢圓形)膜衣錠,L01EM03,口服化學治療藥物,,口服,與fulvestrant併用可治療患有荷爾蒙受體(HR)陽性、第二型人類表皮生長因子受體(HER2)陰性及PIK3CA突變的局部晚期或轉移性乳癌，且曾接受內分泌治療但疾病惡化的停經後女性及男性病人。,PIQRAY
PIR01O,Pirespa 200mg Tab,PIRFENIDONE,比樂舒活(淡黃色扁圓柱形)錠,L04AX05,口服藥,,口服,治療特發性肺纖維化,PIRESPA
PIR01S,Piracetam Soln 200mg/mL; 200mL Bot Cent,PIRACETAM,派卡登內服液劑,N06BX03,口服分裝藥,,外用,對腦血管障礙及老化所引起的智力障礙可能有效、皮質性陣發性抽搐之輔助療法。,PIRACETAM
PIT02I,Pitressin 20u/1ml Amp,VASOPRESSIN (ANGININE VASOPRESSIN),必壓生,H01BA01,注射藥,,針劑,食道靜脈曲張出血，尿崩症，手術後腹部膨脹，排除腹部氣影。,PITRESSIN
PLA02O,Plaquenil 200mg Tab,HYDROXYCHLOROQUINE SULFATE,必賴克廔(白色圓凸形)膜衣錠,P01BA02,口服藥,,口服,圓盤狀及全身性紅斑性狼瘡、慢性多形日光疹、慢性風濕性關節炎、鐮狀瘧原蟲和間日瘧原蟲引起之瘧疾。,PLAQUENIL
PLA03O,Plavix 75mg Tab#,CLOPIDOGREL,保栓通(淡紅圓扁形)錠劑,B01AC04,口服藥,,口服,１、降低近期發生中風、心肌梗塞或周邊動脈血管疾病的粥狀動脈硬化病人之粥狀動脈栓塞事件(如：心肌梗塞、中風或其他因血管病變引起的死亡)的發生。２、與aspirin併用降低非ST段上升之急性冠心症(不穩定性心絞痛和非 ...後略，請點選【藥品仿單】分頁查閱,PLAVIX
PLE02E,Plegisol Solution 1000ml,"NACL, CACL2.2H2O, MGCL2.6H2O, KCL",開心吉,B05CB10,外用藥,,外用,在缺血、低溫下做開心手術時誘導心跳停止,PLEGISOL
PLE02O,Pletaal 100MG TAB#,CILOSTAZOL,普達錠(白色圓扁形)錠劑,B01AC23,口服藥,,口服,使用於無休息時疼痛及周邊組織壞死之間歇性跛行病人（周邊動脈疾病Fontaine stage II），用於增加最大及無痛行走距離及經生活模式改變（包含戒菸及運動計畫）及其他治療後，仍無法充分改善間歇性跛行症狀病人之二線治 ...後略，請點選【藥品仿單】分頁查閱,PLETAAL
PLE03I,PLEGRIDY 125MCG/0.5ML PEN,peginterferon beta-1a,保優利125微克筆型注射液,L03AB13,注射藥,,冰箱(針劑),治療復發型-緩解型多發性硬化症。,PLEGRIDY
PMS01O,Pms-Desmopressin 0.1mg Tab,DESMOPRESSIN ACETATE TRIHYDRATE,沛卜淨(白色圓扁形)錠,H01BA02,口服藥,,口服,中樞尿崩症、原發性夜尿症（限用於７歲以上病患）、成人因夜間多 尿所導致之夜尿症。,PMS-DESMOPRESSIN
PNE05I,Pneumovax 23 (自費) 0.5mL Syringe,PNEUMOCOCCAL VACCINE POLYVALENT,紐蒙肺多價性肺炎鏈球菌疫苗,J07AL01,注射藥預設一份,,冰箱(針劑),預防肺炎鏈球菌性肺炎及肺炎鏈球菌性菌血症。,PNEUMOVAX
POM01O,Pomalyst 3mg Cap#,POMALIDOMIDE,鉑美特(深藍色/水綠色)膠囊,L04AX06,鎖檔,,口服,POMALYST與bortezomib及dexamethasone 合併使用適用於治療先前曾接受至少一種治療(包括lenalidomide)的多發性骨髓瘤成人病人。POMALYST是一種thalidomide類似物，與dexamethasone合併使用，核准用於多發性骨髓瘤病人 ...後略，請點選【藥品仿單】分頁查閱,POMALYST
POM02O,POMALYST 4mg Cap,POMALIDOMIDE,鉑美特(深藍/天藍色)膠囊,L04AX06,口服化學治療藥物,,口服,POMALYST與bortezomib及dexamethasone 合併使用適用於治療先前曾接受至少一種治療(包括lenalidomide)的多發性骨髓瘤成人病人。POMALYST是一種thalidomide類似物，與dexamethasone合併使用，核准用於多發性骨髓瘤病人 ...後略，請點選【藥品仿單】分頁查閱,POMALYST
POS04E,Posuline 100/2.5mg Supp,"CINCHOCAINE HYDROCHLORIDE,POLYCRESOLSULF",宜痔平栓劑,C05AD04,外用藥,,外用,痔瘡及肛門直腸裂隙和破裂所引起之疼痛、出血、搔癢及發炎。,POSULINE
POS04O,Posanol 100mg Tab,POSACONAZOLE,波賽特(黃色長橢圓形)錠劑,J02AC04,口服藥,,口服,(1)對amphotericin B或itraconazole或voriconazole治療無效或不能忍受之成人侵入性麴菌病(invasive aspergillosis)的第二線用藥。(無效的定義是先前用有效抗黴菌劑的治療劑量至少7天，感染惡化或未改善)(2)適用於13歲 ...後略，請點選【藥品仿單】分頁查閱,POSANOL
POT01I,Pot Chloride 15%;40meq/20ml Amp,POTASSIUM CHLORIDE,氯化鉀,A12BA01,注射藥,,針劑,治療鉀缺乏症。,POT
POT04I,Pot Phosphate 20ml Amp,POTASSIUM PHOSPHATE,磷酸鉀,B05XA06,全靜脈營養製劑,,TPN,體內磷缺乏及不平衡所引起的症狀,POT
PRA01O,Pradaxa 110 mg Cap#,DABIGATRAN ETEXILATE MESILATE,普栓達(藍色長橢圓形)膠囊110毫克,B01AE07,口服藥,,口服,1. 用於靜脈血栓高危險群病人，以預防其於接受下肢重大骨科手術後之靜脈血栓栓塞症 (VTE)。2. 預防非瓣膜性心房纖維顫動病人發生中風與全身性栓塞。3. 治療成人急性深層靜脈血栓 (DVT) 及/或肺栓塞 (PE) 。,PRADAXA
PRA02O,PRADAXA 150 mg Cap#,DABIGATRAN ETEXILATE MESILATE,普栓達(藍色/白色長橢圓形)膠囊150毫克,B01AE07,口服藥,,口服,1. 用於靜脈血栓高危險群病人，以預防其於接受下肢重大骨科手術後之靜脈血栓栓塞症 (VTE)。2. 預防非瓣膜性心房纖維顫動病人發生中風與全身性栓塞。3. 治療成人急性深層靜脈血栓 (DVT) 及/或肺栓塞 (PE)。4. 預防成人再發性深層靜脈血栓 (DVT) 及/或肺栓塞 (PE)。,PRADAXA
PRA03I,Praluent 75mg/mL Pen,Alirocumab,保脂通注射劑,C10AX14,注射藥預設一份,,冰箱(針劑),1.預防心血管事件：對於已確診心血管疾病的成年病人，Praluent可用於降低心肌梗塞、中風以及需住院治療的不穩定心絞痛之風險。2.原發性高血脂症(包含異合子家族性高膽固醇血症)：Praluent可單獨使用或併用其他降血脂 ...後略，請點選【藥品仿單】分頁查閱,PRALUENT
PRA04I,Praxbind 2.5g/50ml 2vial/Box,Idarucizumab,達栓普注射液,V03AB37,注射藥,,冰箱(針劑),Praxbind屬於一種專一性的dabigatran反轉作用劑，適用於接受普栓達(Pradaxa)治療而需要快速反轉dabigatran抗凝血作用的成人病患：1.供緊急手術/緊急程序(urgent procedures)使用。2.於威脅生命或控制不良的出血時使用。,PRAXBIND
PRE01I,Precedex 200mcg/2ml Vial#,DEXMEDETOMIDINE,普利斯德注射劑,N05CM18,注射藥,,針劑,在加護病房治療期間初接受插管及人工呼吸器照護病人之鎮靜作用、非插管病人接受手術或其他程序前及/或手術或程序進行中之鎮靜作用，無論上述何種情況，靜脈輸注投與Precedex的時間，皆不得超過24小時。,PRECEDEX
PRE02E,Premarin Vag Cream 14gm Tube,CONJUGATED ESTROGENS,普力馬林陰道乳膏,G03CA57,外用預設一份,,外用,萎縮性陰道炎及更年期性外陰萎縮症,PREMARIN
PRE02I,Prevenar 13 (自費) Conj Vaccine,"CARRIER PROTEIN,POLYSACCHARIDE MULTI-SER",沛兒肺炎鏈球菌十三價接合型疫苗,J07AL02,注射藥預設一份,,冰箱(針劑),可用於出生2個月至17歲嬰兒及兒童與青少年的主動免疫接種，以預防血清型1， 3， 4， 5， 6A， 6B， 7F， 9V， 14， 18C， 19A， 19F及23F肺炎鏈球菌(Streptococcus pneumoniae)引起的侵入性疾病。沛兒肺炎鏈球菌十三 ...後略，請點選【藥品仿單】分頁查閱,PREVENAR
PRE05E,Pred Forte Oph Susp 1% 5ml,PREDNISOLONE ACETATE,倍力特眼用懸浮液,S01BA04,外用預設一份,,外用,過敏性眼瞼緣炎、結合膜炎、潰瘍性角膜炎、異物入侵所引起之炎症。,PRED
PRE20I,PREVENAR 20 (自費) CONJ VACC,"CARRIER PROTEIN,POLYSACCHARIDE MULTI-SER",沛兒肺炎鏈球菌二十價結合型疫苗,J07AL02,注射藥預設一份,,冰箱(針劑),適用於6週以上兒童、青少年和成人的主動免疫接種，以預防肺炎鏈球菌血清型1、3、4、5、6A、6B、7F、8、9V、10A、11A、12F、14、15B、18C、19A、19F、22F、23F及33F所引起的侵襲性疾病。,PREVENAR
PRI02O,Priligy FC 30mg Tab,DAPOXETINE HYDROCHLORIDE,必利勁膜衣(白色圓扁形)錠,G04BX14,口服藥,,口服,Priligy用於治療年齡18-64歲且符合下列所有條件的早發性射精男性：1.陰道內射精潛伏時間短於2分鐘。2.難以控制射精，在性行為插入之前、當時或不久後經過輕微刺激，發生持續或復發性射精。3.因為早發性射精而導致病人明顯沮喪。,PRILIGY
PRI03I,Prismasol B0 Solution 5L,"Sodium Bicarbonate, Calcium Chloride Dih",補利壽B0血液過濾及血液透析液,B05ZB,處置用藥,,針劑,連續性血液過濾或連續性血液透析過濾所使用的補充液，連續性血液透析或連續性血液透析過濾所使用之透析液。,PRISMASOL
PRI04I,Primacor 10mg/10ml Amp,MILRINONE LACTATE,明克注射劑,C01CE02,注射藥預設一份,,針劑,充血性心衰竭的短期療法,PRIMACOR
